[Odometry @ factory.py:85][DEBUG] 2017-11-15 17:49:12,232: Logging to: logs/2017_Nov_15/Odometry/17_49_12.log
[Odometry @ node.py:89][INFO] 2017-11-15 17:49:18,435: setup
[Odometry @ node.py:79][DEBUG] 2017-11-15 17:49:21,597: [log buffer start]
[DEBUG, 1510786158.612327]: OdometryMessage(t=1510786158.6123252, n=0, xy=0.0, th=0.0, dt=0.1033778190612793)
[DEBUG, 1510786163.1556323]: OdometryMessage(t=1510786163.1556308, n=192, xy=-7.376453414705679, th=-0.6875, dt=0.02082228660583496)
[DEBUG, 1510786163.190893]: OdometryMessage(t=1510786163.1908917, n=193, xy=-6.809033921266803, th=-0.9375, dt=0.030836105346679688)
[DEBUG, 1510786163.2268045]: OdometryMessage(t=1510786163.2268035, n=194, xy=-6.619894090120454, th=-0.875, dt=0.02076411247253418)
[DEBUG, 1510786163.2568474]: OdometryMessage(t=1510786163.256846, n=195, xy=-6.998173752413095, th=-0.8749999999999432, dt=0.030820846557617188)
[DEBUG, 1510786163.2873867]: OdometryMessage(t=1510786163.2873852, n=196, xy=-6.4307542589741615, th=-0.9375000000000568, dt=0.020575284957885742)
[DEBUG, 1510786163.3132155]: OdometryMessage(t=1510786163.313214, n=197, xy=-6.052474596681577, th=-0.8125, dt=0.03095078468322754)
[DEBUG, 1510786163.3504739]: OdometryMessage(t=1510786163.3504725, n=198, xy=-5.863334765535342, th=-0.75, dt=0.02071547508239746)
[DEBUG, 1510786163.3513014]: OdometryMessage(t=1510786163.3513002, n=199, xy=0.0, th=-0.7499999999999432, dt=0.031280517578125)
[DEBUG, 1510786163.3713198]: OdometryMessage(t=1510786163.371318, n=200, xy=-5.674194934388993, th=0.0, dt=0.03095221519470215)
[DEBUG, 1510786163.4086185]: OdometryMessage(t=1510786163.4086173, n=201, xy=-5.485055103242644, th=-0.4375, dt=0.020765304565429688)
[DEBUG, 1510786163.4307544]: OdometryMessage(t=1510786163.430753, n=202, xy=-5.4850551032427575, th=0.0, dt=0.03088688850402832)
[DEBUG, 1510786163.4656453]: OdometryMessage(t=1510786163.465644, n=203, xy=-4.917635609803824, th=-0.625, dt=0.030730009078979492)
[DEBUG, 1510786163.5005019]: OdometryMessage(t=1510786163.5005007, n=204, xy=-5.106775440950059, th=-0.5625, dt=0.020742416381835938)
[DEBUG, 1510786163.5338657]: OdometryMessage(t=1510786163.533864, n=205, xy=-4.728495778657589, th=-0.5625, dt=0.020623207092285156)
[DEBUG, 1510786163.5664399]: OdometryMessage(t=1510786163.5664384, n=206, xy=-4.161076285218655, th=-0.5625, dt=0.020740032196044922)
[DEBUG, 1510786163.5883963]: OdometryMessage(t=1510786163.5883949, n=207, xy=-4.161076285218542, th=-0.5, dt=0.030872821807861328)
[DEBUG, 1510786163.6189406]: OdometryMessage(t=1510786163.618939, n=208, xy=-3.7827966229259573, th=-0.3125, dt=0.02060866355895996)
[DEBUG, 1510786163.6405308]: OdometryMessage(t=1510786163.6405294, n=209, xy=-3.782796622926071, th=-0.4375, dt=0.030871868133544922)
[DEBUG, 1510786163.662224]: OdometryMessage(t=1510786163.6622226, n=210, xy=-3.7827966229259573, th=-0.4375, dt=0.020858287811279297)
[DEBUG, 1510786163.7070508]: OdometryMessage(t=1510786163.7070491, n=211, xy=-3.593656791779722, th=-0.375, dt=0.030977964401245117)
[DEBUG, 1510786163.741102]: OdometryMessage(t=1510786163.7411008, n=212, xy=-3.782796622926071, th=-0.375, dt=0.02057170867919922)
[DEBUG, 1510786163.7779746]: OdometryMessage(t=1510786163.7779732, n=213, xy=-3.404516960633373, th=-0.3125, dt=0.030794143676757812)
[DEBUG, 1510786163.8131757]: OdometryMessage(t=1510786163.8131742, n=214, xy=-3.215377129487024, th=-0.1875, dt=0.02075052261352539)
[DEBUG, 1510786163.8346157]: OdometryMessage(t=1510786163.8346138, n=215, xy=-3.2153771294871376, th=0.0, dt=0.030736207962036133)
[DEBUG, 1510786163.8353217]: OdometryMessage(t=1510786163.8353205, n=216, xy=-3.0262372983407886, th=0.0, dt=0.020618677139282227)
[DEBUG, 1510786163.8557553]: OdometryMessage(t=1510786163.8557537, n=217, xy=0.0, th=-0.25, dt=0.024266719818115234)
[DEBUG, 1510786163.8775535]: OdometryMessage(t=1510786163.8775518, n=218, xy=-2.647957636048204, th=-0.25, dt=0.03096938133239746)
[DEBUG, 1510786163.907376]: OdometryMessage(t=1510786163.9073746, n=219, xy=-2.647957636048204, th=-0.1875, dt=0.020751237869262695)
[DEBUG, 1510786163.9291837]: OdometryMessage(t=1510786163.9291823, n=220, xy=-2.647957636048204, th=-0.25, dt=0.0308687686920166)
[DEBUG, 1510786163.9502244]: OdometryMessage(t=1510786163.950223, n=221, xy=-2.26967797375562, th=0.0, dt=0.02063441276550293)
[DEBUG, 1510786163.9782941]: OdometryMessage(t=1510786163.9782927, n=222, xy=-2.269677973755506, th=-0.1875, dt=0.020680904388427734)
[DEBUG, 1510786163.9997795]: OdometryMessage(t=1510786163.999778, n=223, xy=-1.8913983114630355, th=-0.25, dt=0.03078174591064453)
[DEBUG, 1510786164.0382054]: OdometryMessage(t=1510786164.038204, n=224, xy=-1.8913983114630355, th=-0.1875, dt=0.020719289779663086)
[DEBUG, 1510786164.0593035]: OdometryMessage(t=1510786164.0593019, n=225, xy=-1.7022584803166865, th=0.0, dt=0.030811786651611328)
[DEBUG, 1510786164.0804436]: OdometryMessage(t=1510786164.080442, n=226, xy=-1.5131186491703374, th=-0.1875, dt=0.020647287368774414)
[DEBUG, 1510786164.1019654]: OdometryMessage(t=1510786164.1019642, n=227, xy=-1.323978818024102, th=-0.1875, dt=0.030879497528076172)
[DEBUG, 1510786164.1391385]: OdometryMessage(t=1510786164.1391373, n=228, xy=-0.9456991557315177, th=-0.1875, dt=0.020748615264892578)
[DEBUG, 1510786164.1601899]: OdometryMessage(t=1510786164.1601882, n=229, xy=-0.9456991557315177, th=-0.125, dt=0.030951738357543945)
[DEBUG, 1510786164.193043]: OdometryMessage(t=1510786164.1930416, n=230, xy=-0.37827966229258436, th=-0.125, dt=0.02080392837524414)
[DEBUG, 1510786164.2148838]: OdometryMessage(t=1510786164.2148824, n=231, xy=0.0, th=-0.0625, dt=0.02187347412109375)
[DEBUG, 1510786164.2364898]: OdometryMessage(t=1510786164.2364886, n=232, xy=-0.37827966229258436, th=-0.0625, dt=0.03101968765258789)
[DEBUG, 1510786164.2581406]: OdometryMessage(t=1510786164.2581387, n=233, xy=0.0, th=0.0, dt=0.020696163177490234)
[DEBUG, 1510786164.2797062]: OdometryMessage(t=1510786164.2797048, n=234, xy=0.18913983114623534, th=-0.0625, dt=0.030945539474487305)
[DEBUG, 1510786164.3016949]: OdometryMessage(t=1510786164.3016934, n=235, xy=0.5674194934389334, th=0.0, dt=0.02065730094909668)
[DEBUG, 1510786164.323475]: OdometryMessage(t=1510786164.3234735, n=236, xy=1.134838986877753, th=0.0, dt=0.03119683265686035)
[DEBUG, 1510786164.3452225]: OdometryMessage(t=1510786164.345221, n=237, xy=1.1348389868778668, th=0.0, dt=0.021060943603515625)
[DEBUG, 1510786164.3681574]: OdometryMessage(t=1510786164.3681562, n=238, xy=1.7022584803166865, th=0.0625, dt=0.0209200382232666)
[DEBUG, 1510786164.389666]: OdometryMessage(t=1510786164.3896646, n=239, xy=0.0, th=0.0625, dt=0.021039962768554688)
[DEBUG, 1510786164.4239762]: OdometryMessage(t=1510786164.423975, n=240, xy=2.458817804901969, th=0.0625, dt=0.020686626434326172)
[DEBUG, 1510786164.4461656]: OdometryMessage(t=1510786164.446164, n=241, xy=2.647957636048204, th=0.1875, dt=0.0308074951171875)
[DEBUG, 1510786164.4676297]: OdometryMessage(t=1510786164.4676282, n=242, xy=2.8370974671944396, th=0.0, dt=0.02077174186706543)
[DEBUG, 1510786164.4888573]: OdometryMessage(t=1510786164.4888556, n=243, xy=0.0, th=0.1875, dt=0.024860858917236328)
[DEBUG, 1510786164.5102756]: OdometryMessage(t=1510786164.5102742, n=244, xy=3.2153771294871376, th=0.25, dt=0.031156063079833984)
[DEBUG, 1510786164.547256]: OdometryMessage(t=1510786164.5472543, n=245, xy=3.593656791779722, th=0.3125, dt=0.02105712890625)
[DEBUG, 1510786164.5721285]: OdometryMessage(t=1510786164.5721273, n=246, xy=3.7827966229259573, th=0.3125, dt=0.030802488327026367)
[DEBUG, 1510786164.6016703]: OdometryMessage(t=1510786164.6016688, n=247, xy=3.9719364540723063, th=0.3125, dt=0.020934104919433594)
[DEBUG, 1510786164.6231887]: OdometryMessage(t=1510786164.6231875, n=248, xy=4.161076285218655, th=0.4375, dt=0.03083205223083496)
[DEBUG, 1510786164.6522646]: OdometryMessage(t=1510786164.6522632, n=249, xy=4.728495778657475, th=0.5, dt=0.020827054977416992)
[DEBUG, 1510786164.6742334]: OdometryMessage(t=1510786164.674232, n=250, xy=4.91763560980371, th=0.625, dt=0.03083062171936035)
[DEBUG, 1510786164.710038]: OdometryMessage(t=1510786164.7100368, n=251, xy=4.917635609803824, th=0.625, dt=0.02061176300048828)
[DEBUG, 1510786164.735698]: OdometryMessage(t=1510786164.7356966, n=252, xy=5.295915272096408, th=0.6875, dt=0.030834674835205078)
[DEBUG, 1510786164.7694457]: OdometryMessage(t=1510786164.7694445, n=253, xy=6.241614427827926, th=0.5, dt=0.020670413970947266)
[DEBUG, 1510786164.7914572]: OdometryMessage(t=1510786164.7914557, n=254, xy=0.0, th=0.75, dt=0.022003650665283203)
[DEBUG, 1510786164.8244548]: OdometryMessage(t=1510786164.8244534, n=255, xy=7.18731358355933, th=0.8125, dt=0.020807266235351562)
[DEBUG, 1510786164.859896]: OdometryMessage(t=1510786164.8598945, n=256, xy=7.187313583559444, th=0.8125, dt=0.030864477157592773)
[DEBUG, 1510786164.896567]: OdometryMessage(t=1510786164.8965654, n=257, xy=7.376453414705679, th=0.625, dt=0.020781993865966797)
[DEBUG, 1510786164.9178178]: OdometryMessage(t=1510786164.9178164, n=258, xy=7.943872908144499, th=0.875, dt=0.03077864646911621)
[DEBUG, 1510786164.9527812]: OdometryMessage(t=1510786164.9527795, n=259, xy=8.700432232729781, th=0.9375, dt=0.02067279815673828)
[DEBUG, 1510786164.9893398]: OdometryMessage(t=1510786164.9893386, n=260, xy=9.267851726168601, th=1.0, dt=0.03076767921447754)
[DEBUG, 1510786165.0200503]: OdometryMessage(t=1510786165.0200484, n=261, xy=9.456991557315007, th=0.9375, dt=0.020544052124023438)
[log buffer end]
[Odometry @ node.py:81][DEBUG] 2017-11-15 17:49:25,020: logging message buffer (len=16526)
[Odometry @ node.py:79][DEBUG] 2017-11-15 17:49:28,381: [log buffer start]
[DEBUG, 1510786165.056859]: OdometryMessage(t=1510786165.0568576, n=262, xy=9.835271219607591, th=1.0625, dt=0.020565271377563477)
[DEBUG, 1510786165.0912]: OdometryMessage(t=1510786165.091199, n=263, xy=10.402690713046468, th=1.0625, dt=0.030814409255981445)
[DEBUG, 1510786165.1213377]: OdometryMessage(t=1510786165.1213362, n=264, xy=10.59183054419276, th=1.0625, dt=0.020623445510864258)
[DEBUG, 1510786165.1424284]: OdometryMessage(t=1510786165.142427, n=265, xy=10.59183054419276, th=1.125, dt=0.030907869338989258)
[DEBUG, 1510786165.169945]: OdometryMessage(t=1510786165.1699436, n=266, xy=10.213550881900176, th=0.75, dt=0.020686626434326172)
[DEBUG, 1510786165.205107]: OdometryMessage(t=1510786165.2051058, n=267, xy=10.780970375339052, th=1.5625, dt=0.020620346069335938)
[DEBUG, 1510786165.2453573]: OdometryMessage(t=1510786165.2453556, n=268, xy=11.159250037631693, th=1.1875, dt=0.020522356033325195)
[DEBUG, 1510786165.2762055]: OdometryMessage(t=1510786165.276204, n=269, xy=11.159250037631693, th=1.25, dt=0.020693063735961914)
[DEBUG, 1510786165.328599]: OdometryMessage(t=1510786165.3285978, n=270, xy=11.348389868777929, th=1.1875000000000568, dt=0.02068185806274414)
[DEBUG, 1510786165.3615978]: OdometryMessage(t=1510786165.3615963, n=271, xy=11.348389868777986, th=1.2499999999999432, dt=0.030721187591552734)
[DEBUG, 1510786165.3959067]: OdometryMessage(t=1510786165.3959053, n=272, xy=11.537529699924278, th=1.25, dt=0.020570039749145508)
[DEBUG, 1510786165.4293692]: OdometryMessage(t=1510786165.4293678, n=273, xy=10.780970375339052, th=1.25, dt=0.02064967155456543)
[DEBUG, 1510786165.4528854]: OdometryMessage(t=1510786165.4528842, n=274, xy=11.348389868777986, th=1.25, dt=0.020872831344604492)
[DEBUG, 1510786165.4824023]: OdometryMessage(t=1510786165.482401, n=275, xy=11.537529699924278, th=1.25, dt=0.030946016311645508)
[DEBUG, 1510786165.5130126]: OdometryMessage(t=1510786165.5130112, n=276, xy=11.159250037631637, th=0.875, dt=0.020954132080078125)
[DEBUG, 1510786165.5413668]: OdometryMessage(t=1510786165.5413654, n=277, xy=10.970110206485401, th=1.25, dt=0.03106212615966797)
[DEBUG, 1510786165.5695713]: OdometryMessage(t=1510786165.5695696, n=278, xy=10.213550881900176, th=1.3125, dt=0.020833730697631836)
[DEBUG, 1510786165.600325]: OdometryMessage(t=1510786165.600324, n=279, xy=10.213550881900176, th=1.3125, dt=0.03096318244934082)
[DEBUG, 1510786165.6385064]: OdometryMessage(t=1510786165.638505, n=280, xy=9.835271219607591, th=1.3125, dt=0.020795106887817383)
[DEBUG, 1510786165.6771262]: OdometryMessage(t=1510786165.677125, n=281, xy=8.889572063876102, th=1.375, dt=0.020587444305419922)
[DEBUG, 1510786165.711659]: OdometryMessage(t=1510786165.7116573, n=282, xy=9.078711895022366, th=1.25, dt=0.030992984771728516)
[DEBUG, 1510786165.7412443]: OdometryMessage(t=1510786165.741243, n=283, xy=8.700432232729781, th=1.25, dt=0.020659685134887695)
[DEBUG, 1510786165.7745354]: OdometryMessage(t=1510786165.7745342, n=284, xy=7.943872908144584, th=1.0625, dt=0.030963420867919922)
[DEBUG, 1510786165.802633]: OdometryMessage(t=1510786165.8026316, n=285, xy=7.943872908144584, th=1.0, dt=0.02073502540588379)
[DEBUG, 1510786165.8353717]: OdometryMessage(t=1510786165.8353703, n=286, xy=7.943872908144584, th=0.8125, dt=0.030851364135742188)
[DEBUG, 1510786165.8717396]: OdometryMessage(t=1510786165.8717382, n=287, xy=7.943872908144584, th=0.5, dt=0.020560264587402344)
[DEBUG, 1510786165.8982081]: OdometryMessage(t=1510786165.8982065, n=288, xy=7.943872908144584, th=0.875, dt=0.030822038650512695)
[DEBUG, 1510786165.934984]: OdometryMessage(t=1510786165.9349828, n=289, xy=8.133012739290876, th=0.3125, dt=0.030772924423217773)
[DEBUG, 1510786165.9558692]: OdometryMessage(t=1510786165.9558675, n=290, xy=7.754733076998278, th=0.43750000000005684, dt=0.020727872848510742)
[DEBUG, 1510786165.9791553]: OdometryMessage(t=1510786165.9791534, n=291, xy=0.0, th=0.375, dt=0.036745548248291016)
[DEBUG, 1510786166.015914]: OdometryMessage(t=1510786166.0159128, n=292, xy=7.5655932458519715, th=0.31249999999994316, dt=0.02056407928466797)
[DEBUG, 1510786166.0454268]: OdometryMessage(t=1510786166.045425, n=293, xy=7.187313583559387, th=0.25, dt=0.020724773406982422)
[DEBUG, 1510786166.073775]: OdometryMessage(t=1510786166.0737736, n=294, xy=6.998173752413081, th=0.25, dt=0.03088974952697754)
[DEBUG, 1510786166.0958755]: OdometryMessage(t=1510786166.0958743, n=295, xy=6.8090339212667885, th=0.25, dt=0.02058243751525879)
[DEBUG, 1510786166.1320584]: OdometryMessage(t=1510786166.1320574, n=296, xy=6.241614427827884, th=0.25, dt=0.02058243751525879)
[DEBUG, 1510786166.1545572]: OdometryMessage(t=1510786166.1545556, n=297, xy=0.0, th=0.1875, dt=0.02292633056640625)
[DEBUG, 1510786166.1773846]: OdometryMessage(t=1510786166.177383, n=298, xy=5.674194934388993, th=0.25, dt=0.030970335006713867)
[DEBUG, 1510786166.2173865]: OdometryMessage(t=1510786166.2173853, n=299, xy=5.106775440950081, th=0.3125, dt=0.030736207962036133)
[DEBUG, 1510786166.2408016]: OdometryMessage(t=1510786166.2408004, n=300, xy=4.728495778657489, th=0.25, dt=0.02064061164855957)
[DEBUG, 1510786166.2642653]: OdometryMessage(t=1510786166.2642639, n=301, xy=4.53935594751119, th=0.25, dt=0.020750761032104492)
[DEBUG, 1510786166.286969]: OdometryMessage(t=1510786166.2869675, n=302, xy=4.350216116364891, th=0.1875, dt=0.03091263771057129)
[DEBUG, 1510786166.3087237]: OdometryMessage(t=1510786166.3087223, n=303, xy=4.161076285218591, th=0.0, dt=0.020976781845092773)
[DEBUG, 1510786166.340823]: OdometryMessage(t=1510786166.3408213, n=304, xy=3.971936454072292, th=0.1875, dt=0.031049013137817383)
[DEBUG, 1510786166.3634365]: OdometryMessage(t=1510786166.363435, n=305, xy=3.404516960633387, th=0.25, dt=0.02061915397644043)
[DEBUG, 1510786166.3865702]: OdometryMessage(t=1510786166.386569, n=306, xy=3.4045169606333943, th=0.125, dt=0.030907392501831055)
[DEBUG, 1510786166.4088595]: OdometryMessage(t=1510786166.4088583, n=307, xy=2.837097467194493, th=0.125, dt=0.020603656768798828)
[DEBUG, 1510786166.4319937]: OdometryMessage(t=1510786166.4319923, n=308, xy=2.6479576360481936, th=0.1875, dt=0.020844221115112305)
[DEBUG, 1510786166.4894292]: OdometryMessage(t=1510786166.4894276, n=309, xy=2.0805381426092957, th=0.1875, dt=0.02066802978515625)
[DEBUG, 1510786166.512002]: OdometryMessage(t=1510786166.5120006, n=310, xy=1.5131186491703978, th=0.1875, dt=0.030751705169677734)
[DEBUG, 1510786166.5410562]: OdometryMessage(t=1510786166.5410547, n=311, xy=1.323978818024095, th=0.125, dt=0.020807743072509766)
[DEBUG, 1510786166.5635552]: OdometryMessage(t=1510786166.5635538, n=312, xy=0.9456991557315, th=0.125, dt=0.030921220779418945)
[DEBUG, 1510786166.587049]: OdometryMessage(t=1510786166.5870478, n=313, xy=0.7565593245851971, th=0.1875, dt=0.02082991600036621)
[DEBUG, 1510786166.6103282]: OdometryMessage(t=1510786166.6103265, n=314, xy=0.0, th=0.125, dt=0.03554964065551758)
[DEBUG, 1510786166.632868]: OdometryMessage(t=1510786166.6328664, n=315, xy=0.3782796622925986, th=0.0, dt=0.031003952026367188)
[DEBUG, 1510786166.655832]: OdometryMessage(t=1510786166.6558309, n=316, xy=0.1891398311462993, th=0.125, dt=0.02075028419494629)
[DEBUG, 1510786166.657134]: OdometryMessage(t=1510786166.6571329, n=317, xy=0.0, th=0.1875, dt=0.020940065383911133)
[DEBUG, 1510786166.7004166]: OdometryMessage(t=1510786166.7004154, n=318, xy=0.1891398311462993, th=0.125, dt=0.03113079071044922)
[DEBUG, 1510786166.7235346]: OdometryMessage(t=1510786166.7235332, n=319, xy=0.0, th=0.125, dt=0.02080249786376953)
[DEBUG, 1510786166.7589114]: OdometryMessage(t=1510786166.75891, n=320, xy=0.0, th=0.125, dt=0.020673513412475586)
[DEBUG, 1510786166.781682]: OdometryMessage(t=1510786166.7816803, n=321, xy=0.0, th=0.0, dt=0.023038148880004883)
[DEBUG, 1510786166.8044317]: OdometryMessage(t=1510786166.8044302, n=322, xy=0.0, th=0.0, dt=0.030882596969604492)
[DEBUG, 1510786166.8309956]: OdometryMessage(t=1510786166.8309941, n=323, xy=0.0, th=0.0, dt=0.020587921142578125)
[DEBUG, 1510786166.8534925]: OdometryMessage(t=1510786166.853491, n=324, xy=0.0, th=-0.0625, dt=0.030138015747070312)
[DEBUG, 1510786166.876541]: OdometryMessage(t=1510786166.8765392, n=325, xy=-0.3782796622925986, th=0.0, dt=0.03101968765258789)
[DEBUG, 1510786166.8986013]: OdometryMessage(t=1510786166.8985996, n=326, xy=-0.3782796622925986, th=-0.0625, dt=0.020654678344726562)
[DEBUG, 1510786166.9216413]: OdometryMessage(t=1510786166.92164, n=327, xy=-0.5674194934388979, th=-0.0625, dt=0.030791044235229492)
[DEBUG, 1510786166.944433]: OdometryMessage(t=1510786166.9444318, n=328, xy=-0.3782796622925986, th=0.0, dt=0.02058267593383789)
[DEBUG, 1510786166.9728663]: OdometryMessage(t=1510786166.972865, n=329, xy=-0.3782796622925986, th=-0.125, dt=0.03082108497619629)
[DEBUG, 1510786166.9951394]: OdometryMessage(t=1510786166.9951382, n=330, xy=-0.7565593245852007, th=-0.0625, dt=0.020751237869262695)
[DEBUG, 1510786167.0179443]: OdometryMessage(t=1510786167.0179431, n=331, xy=-0.7565593245851971, th=-0.125, dt=0.020726442337036133)
[DEBUG, 1510786167.0412529]: OdometryMessage(t=1510786167.0412512, n=332, xy=-0.7565593245851971, th=-0.0625, dt=0.030936479568481445)
[DEBUG, 1510786167.0646255]: OdometryMessage(t=1510786167.0646238, n=333, xy=-0.5674194934389014, th=-0.125, dt=0.02086472511291504)
[DEBUG, 1510786167.1085975]: OdometryMessage(t=1510786167.1085958, n=334, xy=-0.5674194934388979, th=-0.0625, dt=0.03099799156188965)
[DEBUG, 1510786167.1094108]: OdometryMessage(t=1510786167.1094098, n=335, xy=-0.7565593245851971, th=0.0, dt=0.020773649215698242)
[DEBUG, 1510786167.1313515]: OdometryMessage(t=1510786167.13135, n=336, xy=0.0, th=-0.125, dt=0.037464141845703125)
[DEBUG, 1510786167.1534133]: OdometryMessage(t=1510786167.1534119, n=337, xy=-0.3782796622925986, th=0.0, dt=0.030909061431884766)
[DEBUG, 1510786167.174361]: OdometryMessage(t=1510786167.1743596, n=338, xy=-0.3782796622925986, th=-0.06249999999994316, dt=0.02082657814025879)
[DEBUG, 1510786167.1966355]: OdometryMessage(t=1510786167.196634, n=339, xy=-0.3782796622926021, th=-0.06250000000005684, dt=0.020830392837524414)
[DEBUG, 1510786167.2194707]: OdometryMessage(t=1510786167.2194695, n=340, xy=-0.3782796622925986, th=-0.0625, dt=0.031012773513793945)
[DEBUG, 1510786167.2428272]: OdometryMessage(t=1510786167.2428255, n=341, xy=-0.3782796622925986, th=-0.0625, dt=0.020629167556762695)
[DEBUG, 1510786167.2658281]: OdometryMessage(t=1510786167.2658267, n=342, xy=-0.3782796622925986, th=0.0, dt=0.030868053436279297)
[DEBUG, 1510786167.288227]: OdometryMessage(t=1510786167.2882257, n=343, xy=-0.1891398311462993, th=-0.0625, dt=0.02082967758178711)
[DEBUG, 1510786167.3109977]: OdometryMessage(t=1510786167.3109963, n=344, xy=0.0, th=0.0, dt=0.040978431701660156)
[DEBUG, 1510786167.3336728]: OdometryMessage(t=1510786167.3336709, n=345, xy=-0.1891398311462993, th=0.0, dt=0.031169652938842773)
[DEBUG, 1510786167.356344]: OdometryMessage(t=1510786167.3563428, n=346, xy=-0.3782796622925986, th=0.0625, dt=0.020728111267089844)
[DEBUG, 1510786167.3774502]: OdometryMessage(t=1510786167.3774488, n=347, xy=-0.1891398311462993, th=0.0, dt=0.030947446823120117)
[DEBUG, 1510786167.4059572]: OdometryMessage(t=1510786167.4059558, n=348, xy=-0.1891398311462993, th=0.0, dt=0.020760536193847656)
[DEBUG, 1510786167.4283633]: OdometryMessage(t=1510786167.428362, n=349, xy=0.0, th=0.0, dt=0.02065420150756836)
[DEBUG, 1510786167.451396]: OdometryMessage(t=1510786167.4513946, n=350, xy=-0.18913983114630284, th=0.0, dt=0.030950307846069336)
[DEBUG, 1510786167.4740968]: OdometryMessage(t=1510786167.4740949, n=351, xy=-0.1891398311462993, th=0.0, dt=0.02062392234802246)
[DEBUG, 1510786167.4964907]: OdometryMessage(t=1510786167.496489, n=352, xy=0.0, th=0.0, dt=0.031023263931274414)
[DEBUG, 1510786167.5195885]: OdometryMessage(t=1510786167.519587, n=353, xy=0.0, th=0.0, dt=0.020845890045166016)
[DEBUG, 1510786167.5426319]: OdometryMessage(t=1510786167.5426307, n=354, xy=0.0, th=0.0, dt=0.023473262786865234)
[DEBUG, 1510786167.563879]: OdometryMessage(t=1510786167.5638776, n=355, xy=0.0, th=0.0, dt=0.031004905700683594)
[DEBUG, 1510786167.5847654]: OdometryMessage(t=1510786167.584764, n=356, xy=-0.1891398311462993, th=0.0, dt=0.021099328994750977)
[DEBUG, 1510786167.6054304]: OdometryMessage(t=1510786167.6054285, n=357, xy=0.0, th=0.0, dt=0.020642518997192383)
[DEBUG, 1510786167.6268256]: OdometryMessage(t=1510786167.626824, n=358, xy=0.0, th=0.0625, dt=0.030935287475585938)
[DEBUG, 1510786167.647846]: OdometryMessage(t=1510786167.647844, n=359, xy=0.0, th=0.0, dt=0.020725727081298828)
[DEBUG, 1510786167.6690037]: OdometryMessage(t=1510786167.669002, n=360, xy=0.0, th=0.0, dt=0.03080272674560547)
[DEBUG, 1510786167.6898935]: OdometryMessage(t=1510786167.6898918, n=361, xy=0.0, th=0.0, dt=0.020840167999267578)
[DEBUG, 1510786167.7310944]: OdometryMessage(t=1510786167.731093, n=362, xy=0.0, th=0.0, dt=0.03111433982849121)
[DEBUG, 1510786167.7523284]: OdometryMessage(t=1510786167.7523272, n=363, xy=0.0, th=0.0, dt=0.02073526382446289)
[DEBUG, 1510786167.7730606]: OdometryMessage(t=1510786167.7730591, n=364, xy=0.0, th=0.0, dt=0.020613431930541992)
[DEBUG, 1510786167.794797]: OdometryMessage(t=1510786167.794796, n=365, xy=0.0, th=0.0, dt=0.031026363372802734)
[DEBUG, 1510786167.8159366]: OdometryMessage(t=1510786167.815935, n=366, xy=0.0, th=0.0, dt=0.02084207534790039)
[DEBUG, 1510786167.8371139]: OdometryMessage(t=1510786167.8371124, n=367, xy=0.0, th=0.0, dt=0.03551316261291504)
[DEBUG, 1510786167.857928]: OdometryMessage(t=1510786167.8579261, n=368, xy=0.0, th=0.0, dt=0.031089305877685547)
[DEBUG, 1510786167.8787165]: OdometryMessage(t=1510786167.878715, n=369, xy=0.0, th=0.0, dt=0.02076125144958496)
[DEBUG, 1510786167.8999467]: OdometryMessage(t=1510786167.8999455, n=370, xy=0.0, th=0.0, dt=0.030838489532470703)
[DEBUG, 1510786167.9208145]: OdometryMessage(t=1510786167.920813, n=371, xy=-0.1891398311462993, th=0.0, dt=0.020671606063842773)
[DEBUG, 1510786167.9418025]: OdometryMessage(t=1510786167.9418008, n=372, xy=0.0, th=0.0625, dt=0.020849227905273438)
[DEBUG, 1510786167.9627712]: OdometryMessage(t=1510786167.9627693, n=373, xy=0.0, th=0.0, dt=0.03649020195007324)
[DEBUG, 1510786167.9834774]: OdometryMessage(t=1510786167.9834757, n=374, xy=-0.1891398311462993, th=0.0, dt=0.03104853630065918)
[DEBUG, 1510786168.0041385]: OdometryMessage(t=1510786168.0041368, n=375, xy=-0.1891398311462993, th=0.06250000000005684, dt=0.02062249183654785)
[DEBUG, 1510786168.0253308]: OdometryMessage(t=1510786168.0253294, n=376, xy=-0.1891398311462993, th=0.06249999999994316, dt=0.03100132942199707)
[DEBUG, 1510786168.0469449]: OdometryMessage(t=1510786168.0469437, n=377, xy=0.0, th=0.0, dt=0.020818471908569336)
[DEBUG, 1510786168.0882168]: OdometryMessage(t=1510786168.0882154, n=378, xy=0.0, th=0.0, dt=0.031111717224121094)
[DEBUG, 1510786168.109356]: OdometryMessage(t=1510786168.1093543, n=379, xy=0.0, th=0.0625, dt=0.020833492279052734)
[DEBUG, 1510786168.1301155]: OdometryMessage(t=1510786168.1301138, n=380, xy=0.0, th=0.0, dt=0.020714759826660156)
[DEBUG, 1510786168.1510592]: OdometryMessage(t=1510786168.1510577, n=381, xy=0.0, th=0.0, dt=0.03082132339477539)
[DEBUG, 1510786168.1725495]: OdometryMessage(t=1510786168.172548, n=382, xy=0.1891398311462993, th=0.0, dt=0.020682573318481445)
[DEBUG, 1510786168.213862]: OdometryMessage(t=1510786168.2138603, n=383, xy=0.1891398311462993, th=0.0625, dt=0.030882596969604492)
